"att1";"att2";"att3";"att4";"att5";"label"
2.467612009982549;7.2671269538811885;1.2924127751628518;-8.624734314791924;-5.589923335093689;0.4846603438968893
-6.350916620988873;9.36985643429379;1.2414027313347589;8.732745593719283;-8.767780617998435;0.692586106000668
-5.189688812982061;-1.9784922730803967;-6.224623149327426;-9.412609914436592;-7.153585749698594;0.07736300953569464
-4.695913351021728;-4.3952068813403855;5.303776511812439;-2.0170138438035723;0.911132819157249;0.5028577310431629
5.377265318925801;8.01702697565474;0.3277303608977107;6.166383836111223;-2.607983196097326;0.42629839434304473
-2.585247699178357;-9.906253734795705;5.895234878959496;0.9712511299085769;-4.110440787958898;0.6341626166901225
5.533456497150336;3.0606563723853757;-4.079619680985549;-7.754151697802676;9.677318753818511;0.1250470853258716
3.6616206630059356;-5.099834148877418;-2.7402319272559827;-0.42190776838650024;-3.630138778725584;0.8729110505844186
1.9225635523549656;-8.663213394612443;-0.5682769278298139;5.442134065804913;-4.680173234979725;0.21454217404406972
-1.5488095727937257;-5.459421468913694;7.306300364169534;-5.118435657098024;9.485368323038628;0.8830667380537204
-0.25811982357598673;7.311050197388628;3.5840822624073727;1.7089743539780873;7.772902092788911;0.8456361867955082
7.980113448003834;8.314363783192057;2.704552214836946;3.8814437441659226;5.593282847043255;0.048266071322909054
-6.042304201881155;-3.029245054049774;6.952992638558843;-2.6645667990873623;-5.892686642015985;0.48374876823152735
-5.7897467921255386;-9.919327421919027;0.6286439107188784;-7.551023999888655;-4.398384390703278;0.09855702303927727
0.7310374032045495;3.6786672735306496;0.5438454728567592;-8.05211409324179;1.5384320968087017;0.47001796387366135
-9.5204222709525;7.5424340889431605;6.879270597821993;7.177322095350725;-1.3394022358481408;0.8034648862633256
4.077578679633566;-6.9229733031098135;3.2467980354993315;-7.900595753263953;9.390839119851808;0.1176353751134922
2.4152740759379228;-8.05496530776731;9.119194604413494;4.218033475696682;-2.3845837746823673;0.8617258790691693
4.914420953293032;-0.9861536106848874;1.6722746038453078;9.1275810297394;6.446022114537211;0.10505337779871138
-7.868129750461364;2.319926020102388;-7.664298279756245;-7.025965345791558;7.058536702930748;0.6854116448726837
1.1503687582618305;0.3736939556879868;-9.564219311132028;-5.565526133731671;-1.752250992252124;0.7295106597129413
-2.611441949508455;-3.9989368730101145;-8.60242810287515;-3.320240630584321;5.636266369881325;0.06230120271919337
-1.644781357862664;-9.019683663190241;8.902162339644516;-0.8099812993451021;2.9436089942250483;0.6048296788773049
-9.553681858184177;-0.8852659681146946;-7.296971806164745;0.43422674286112617;-9.544363453226055;0.6852389696846685
-9.202513679618534;1.3986216475653066;9.715852443728604;3.6829040617154636;-2.3798827251398036;0.6266979127658541
